# Time [sec]	adc_raw[0]	adc_raw[1]	adc_raw[2]	adc_raw[3]	adc_raw[4]	adc_raw[6]
93.656	2022	2077	2198	71025963	536870932	335814656
93.672	2020	2078	2202	71025963	536870932	335814656
93.688	2017	2077	2201	71025963	536870932	335814656
93.703	2032	2074	2203	71025963	536870932	335814656
93.719	2019	2077	2203	71025963	536870932	335814656
93.734	2021	2076	2195	71025963	536870932	335814656
93.75	2018	2078	2203	71025963	536870932	335814656
93.766	2023	2073	2205	71025963	536870932	335814656
93.781	2020	2074	2202	71025963	536870932	335814656
93.797	2021	2074	2204	71025963	536870932	335814656
93.813	2021	2074	2204	71025963	536870932	335814656
93.828	2021	2074	2205	71025963	536870932	335814656
93.844	2024	2073	2205	71025963	536870932	335814656
93.859	2019	2072	2209	71025963	536870932	335814656
93.875	2017	2069	2208	71025963	536870932	335814656
93.891	2020	2072	2211	71025963	536870932	335814656
93.906	2020	2070	2212	71025963	536870932	335814656
93.922	2022	2071	2212	71025963	536870932	335814656
93.938	2019	2071	2211	71025963	536870932	335814656
93.953	2018	2072	2211	20694315	536880094	335814656
93.969	2020	2069	2212	71025963	536879648	335814656
93.984	2021	2071	2212	37471531	536871334	335814656
94	2021	2072	2214	71025963	536871340	335814656
94.016	2022	2069	2213	37471531	536871336	335814656
94.031	2020	2070	2209	37471531	536871336	335814656
94.047	2019	2070	2211	37471531	536871336	335814656
94.063	2020	2070	2214	37471531	536871336	335814656
94.078	2021	2066	2211	37471531	536871336	335814656
94.094	2021	2070	2212	37471531	536871336	335814656
94.109	2021	2071	2212	37471531	536871336	335814656
94.125	2023	2070	2210	37471531	536871336	335814656
94.141	2022	2069	2211	37471531	536871336	335814656
94.156	2023	2068	2213	37471531	536871336	335814656
94.172	2021	2066	2212	37471531	536871336	335814656
94.188	2021	2066	2212	37471531	536871336	335814656
94.203	2022	2067	2212	37471531	536871336	335814656
94.219	2020	2066	2212	37471531	536871336	335814656
94.234	2033	2068	2211	37471531	536871336	335814656
94.25	2022	2067	2214	37471531	536871336	335814656
94.266	2026	2068	2212	37471531	536871336	335814656
94.281	2022	2067	2214	37471531	536871336	335814656
94.297	2029	2065	2214	37471531	536871336	335814656
94.313	2024	2061	2212	37471531	536871336	335814656
94.328	2024	2063	2213	37471531	536871336	335814656
94.344	2025	2062	2216	37471531	536871336	335814656
94.359	2025	2060	2216	37471531	536871336	335814656
94.375	2027	2061	2217	37471531	536871336	335814656
94.391	2025	2060	2215	37471531	536871336	335814656
94.406	2025	2060	2217	37471531	536871336	335814656
94.422	2031	2061	2215	37471531	536871336	335814656
94.438	2024	2062	2216	37471531	536871336	335814656
94.453	2027	2061	2218	37471531	536871336	335814656
94.469	2027	2057	2215	37471531	536871336	335814656
94.484	2027	2060	2215	37471531	536871336	335814656
94.5	2024	2059	2216	37471531	536871336	335814656
94.516	2027	2061	2219	37471531	536871336	335814656
94.531	2028	2060	2216	37471531	536871336	335814656
94.547	2025	2060	2216	37471531	536871336	335814656
94.563	2025	2059	2217	37471531	536871336	335814656
94.578	2030	2059	2218	37471531	536871336	335814656
94.594	2025	2060	2218	37471531	536871336	335814656
94.609	2023	2059	2217	37471531	536871336	335814656
94.625	2025	2058	2216	71025963	536870932	335814656
94.641	2027	2057	2217	71025963	536870932	335814656
94.656	2032	2058	2217	71025963	536870932	335814656
94.672	2027	2056	2219	71025963	536870932	335814656
94.688	2029	2056	2217	71025963	536870932	335814656
94.703	2031	2056	2215	71025963	536870932	335814656
94.719	2028	2055	2212	71025963	536870932	335814656
94.734	2029	2055	2212	71025963	536870932	335814656
94.75	2034	2056	2212	71025963	536870932	335814656
94.766	2032	2053	2215	71025963	536870932	335814656
94.781	2030	2054	2214	71025963	536870932	335814656
94.797	2033	2053	2215	71025963	536870932	335814656
94.813	2043	2054	2214	71025963	536870932	335814656
94.828	2036	2054	2213	71025963	536870932	335814656
94.844	2029	2052	2215	71025963	536870932	335814656
94.859	2030	2052	2215	71025963	536870932	335814656
94.875	2032	2051	2213	71025963	536870932	335814656
94.891	2034	2051	2212	71025963	536870932	335814656
94.906	2033	2052	2215	71025963	536870932	335814656
94.922	2036	2051	2213	71025963	536870932	335814656
94.938	2033	2048	2210	71025963	536870932	335814656
94.953	2035	2050	2208	20694315	536880094	335814656
94.969	2033	2049	2212	71025963	536879648	335814656
94.984	2037	2048	2211	71025963	536879648	335814656
95	2036	2047	2212	37471531	536871334	335814656
95.016	2037	2048	2211	37471531	536871336	335814656
95.031	2035	2046	2212	37471531	536871336	335814656
95.047	2036	2046	2211	37471531	536871336	335814656
95.063	2040	2046	2209	37471531	536871336	335814656
95.078	2040	2045	2213	37471531	536871336	335814656
95.094	2037	2045	2209	37471531	536871336	335814656
95.109	2040	2044	2208	37471531	536871336	335814656
95.125	2040	2042	2206	37471531	536871336	335814656
95.141	2042	2043	2206	37471531	536871336	335814656
95.156	2039	2043	2207	37471531	536871336	335814656
95.172	2039	2038	2207	37471531	536871336	335814656
95.188	2047	2040	2210	37471531	536871336	335814656
95.203	2040	2042	2205	37471531	536871336	335814656
95.219	2043	2037	2207	37471531	536871336	335814656
95.234	2044	2037	2204	37471531	536871336	335814656
95.25	2044	2039	2204	37471531	536871336	335814656
95.266	2041	2037	2204	37471531	536871336	335814656
95.281	2045	2036	2205	37471531	536871336	335814656
95.297	2044	2035	2204	37471531	536871336	335814656
95.313	2049	2036	2204	37471531	536871336	335814656
95.328	2045	2035	2206	37471531	536871336	335814656
95.344	2046	2035	2201	37471531	536871336	335814656
95.359	2049	2036	2201	37471531	536871336	335814656
95.375	2049	2033	2203	37471531	536871336	335814656
95.391	2050	2031	2201	37471531	536871336	335814656
95.406	2051	2032	2202	37471531	536871336	335814656
95.422	2049	2033	2200	37471531	536871336	335814656
95.438	2045	2032	2197	37471531	536871336	335814656
95.453	2047	2032	2199	37471531	536871336	335814656
95.469	2047	2029	2196	37471531	536871336	335814656
95.484	2049	2027	2201	37471531	536871336	335814656
95.5	2050	2028	2196	37471531	536871336	335814656
95.516	2049	2027	2199	37471531	536871336	335814656
95.531	2051	2026	2198	37471531	536871336	335814656
95.547	2056	2029	2196	37471531	536871336	335814656
95.563	2058	2025	2194	37471531	536871336	335814656
95.578	2059	2025	2194	37471531	536871336	335814656
95.594	2055	2025	2195	37471531	536871336	335814656
95.609	2056	2023	2194	37471531	536871336	335814656
95.625	2060	2023	2195	71025963	536870932	335814656
95.641	2057	2024	2194	71025963	536870932	335814656
95.656	2059	2022	2193	71025963	536870932	335814656
95.672	2057	2023	2191	71025963	536870932	335814656
95.688	2060	2023	2188	71025963	536870932	335814656
95.703	2060	2022	2188	71025963	536870932	335814656
95.719	2055	2019	2191	71025963	536870932	335814656
95.734	2064	2021	2190	71025963	536870932	335814656
95.75	2062	2021	2190	71025963	536870932	335814656
95.766	2061	2019	2192	71025963	536870932	335814656
95.781	2059	2017	2189	71025963	536870932	335814656
95.797	2065	2019	2188	71025963	536870932	335814656
95.813	2065	2016	2185	71025963	536870932	335814656
95.828	2065	2018	2186	71025963	536870932	335814656
95.844	2061	2019	2181	71025963	536870932	335814656
95.859	2067	2017	2185	71025963	536870932	335814656
95.875	2068	2017	2181	71025963	536870932	335814656
95.891	2064	2017	2184	71025963	536870932	335814656
95.906	2068	2015	2184	71025963	536870932	335814656
95.922	2067	2017	2183	71025963	536870932	335814656
95.938	2069	2014	2184	71025963	536870932	335814656
95.953	2069	2012	2183	20694315	536880094	335814656
95.969	2068	2013	2180	71025963	536879648	335814656
95.984	2068	2011	2180	71025963	536879648	335814656
96	2068	2014	2176	37471531	536871334	335814656
96.016	2073	2014	2178	37471531	536871336	335814656
96.031	2072	2016	2177	37471531	536871336	335814656
96.047	2068	2013	2177	37471531	536871336	335814656
96.063	2068	2014	2176	37471531	536871336	335814656
96.078	2071	2015	2177	37471531	536871336	335814656
96.094	2074	2018	2177	37471531	536871336	335814656
96.109	2071	2012	2178	37471531	536871336	335814656
96.125	2075	2009	2179	37471531	536871336	335814656
96.141	2075	2009	2179	37471531	536871336	335814656
96.156	2074	2008	2177	37471531	536871336	335814656
96.172	2071	2012	2177	37471531	536871336	335814656
96.188	2076	2009	2179	37471531	536871336	335814656
96.203	2074	2009	2177	37471531	536871336	335814656
96.219	2069	2010	2176	37471531	536871336	335814656
96.234	2072	2009	2176	37471531	536871336	335814656
96.25	2075	2009	2178	37471531	536871336	335814656
96.266	2069	2010	2173	37471531	536871336	335814656
96.281	2073	2014	2175	37471531	536871336	335814656
96.297	2076	2014	2173	37471531	536871336	335814656
96.313	2072	2010	2172	37471531	536871336	335814656
96.328	2076	2008	2173	37471531	536871336	335814656
96.344	2073	2010	2171	37471531	536871336	335814656
96.359	2076	2010	2174	37471531	536871336	335814656
96.375	2072	2007	2172	37471531	536871336	335814656
96.391	2077	2008	2175	37471531	536871336	335814656
96.406	2073	2008	2175	37471531	536871336	335814656
96.422	2073	2008	2171	37471531	536871336	335814656
96.438	2075	2006	2175	37471531	536871336	335814656
96.453	2073	2007	2173	37471531	536871336	335814656
96.469	2074	2007	2172	37471531	536871336	335814656
96.484	2077	2010	2171	37471531	536871336	335814656
96.5	2076	2008	2171	37471531	536871336	335814656
96.516	2076	2011	2165	37471531	536871336	335814656
96.531	2080	2006	2166	37471531	536871336	335814656
96.547	2079	2007	2160	37471531	536871336	335814656
96.563	2080	2004	2158	37471531	536871336	335814656
96.578	2081	2003	2160	37471531	536871336	335814656
96.594	2080	2004	2158	37471531	536871336	335814656
96.609	2084	2003	2159	37471531	536871336	335814656
96.625	2084	2007	2158	71025963	536870932	335814656
96.641	2083	2004	2159	71025963	536870932	335814656
96.656	2081	2003	2159	71025963	536870932	335814656
96.672	2076	2003	2157	71025963	536870932	335814656
96.688	2080	2003	2158	71025963	536870932	335814656
96.703	2083	2004	2159	71025963	536870932	335814656
96.719	2081	2003	2155	71025963	536870932	335814656
96.734	2081	2003	2157	71025963	536870932	335814656
96.75	2083	2004	2155	71025963	536870932	335814656
96.766	2083	2003	2156	71025963	536870932	335814656
96.781	2084	2005	2156	71025963	536870932	335814656
96.797	2083	2007	2154	71025963	536870932	335814656
96.813	2086	2003	2155	71025963	536870932	335814656
96.828	2089	2003	2139	71025963	536870932	335814656
96.844	2085	2007	2153	71025963	536870932	335814656
96.859	2085	2004	2155	71025963	536870932	335814656
96.875	2085	2003	2152	71025963	536870932	335814656
96.891	2087	2003	2151	71025963	536870932	335814656
96.906	2087	2001	2153	71025963	536870932	335814656
96.922	2088	2008	2149	71025963	536870932	335814656
96.938	2086	2001	2149	71025963	536870932	335814656
96.953	2088	2002	2148	20694315	536880094	335814656
96.969	2089	2003	2143	71025963	536879648	335814656
96.984	2088	2002	2144	71025963	536879648	335814656
97	2089	2003	2142	71025963	536871340	335814656
97.016	2092	2001	2142	37471531	536871336	335814656
97.031	2091	2005	2143	37471531	536871336	335814656
97.047	2091	2004	2142	37471531	536871336	335814656
97.063	2089	2006	2140	37471531	536871336	335814656
97.078	2091	2002	2142	37471531	536871336	335814656
97.094	2090	2002	2138	37471531	536871336	335814656
97.109	2091	2000	2139	37471531	536871336	335814656
97.125	2091	2001	2139	37471531	536871336	335814656
97.141	2093	2001	2136	37471531	536871336	335814656
97.156	2095	2000	2134	37471531	536871336	335814656
97.172	2092	2001	2129	37471531	536871336	335814656
97.188	2096	2002	2128	37471531	536871336	335814656
97.203	2093	2001	2129	37471531	536871336	335814656
97.219	2095	2002	2128	37471531	536871336	335814656
97.234	2091	2000	2127	37471531	536871336	335814656
97.25	2096	2000	2125	37471531	536871336	335814656
97.266	2093	2002	2124	37471531	536871336	335814656
97.281	2096	1999	2124	37471531	536871336	335814656
97.297	2095	1999	2122	37471531	536871336	335814656
97.313	2099	1997	2123	37471531	536871336	335814656
97.328	2094	2001	2118	37471531	536871336	335814656
97.344	2096	2000	2117	37471531	536871336	335814656
97.359	2097	2000	2115	37471531	536871336	335814656
97.375	2099	2000	2116	37471531	536871336	335814656
97.391	2099	1996	2113	37471531	536871336	335814656
97.406	2101	1999	2112	37471531	536871336	335814656
97.422	2102	2001	2110	37471531	536871336	335814656
97.438	2102	1998	2109	37471531	536871336	335814656
97.453	2102	2000	2109	37471531	536871336	335814656
97.469	2105	2001	2110	37471531	536871336	335814656
97.484	2099	2000	2106	37471531	536871336	335814656
97.5	2104	1997	2102	37471531	536871336	335814656
97.516	2104	2000	2104	37471531	536871336	335814656
97.531	2108	1999	2100	37471531	536871336	335814656
97.547	2104	1999	2102	37471531	536871336	335814656
97.563	2108	1998	2099	37471531	536871336	335814656
97.578	2104	2000	2097	37471531	536871336	335814656
97.594	2101	2001	2095	37471531	536871336	335814656
97.609	2107	2000	2094	37471531	536871336	335814656
97.625	2109	2000	2088	71025963	536870932	335814656
97.641	2108	1998	2088	71025963	536870932	335814656
97.656	2112	2001	2090	71025963	536870932	335814656
97.672	2109	2002	2088	71025963	536870932	335814656
97.688	2107	1996	2087	71025963	536870932	335814656
97.703	2111	1998	2085	71025963	536870932	335814656
97.719	2112	1998	2085	71025963	536870932	335814656
97.734	2112	1997	2081	71025963	536870932	335814656
97.75	2107	1998	2082	71025963	536870932	335814656
97.766	2119	1998	2081	71025963	536870932	335814656
97.781	2115	2000	2080	71025963	536870932	335814656
97.797	2112	2000	2077	71025963	536870932	335814656
97.813	2113	2000	2074	71025963	536870932	335814656
97.828	2113	2000	2075	71025963	536870932	335814656
97.844	2115	1998	2071	71025963	536870932	335814656
97.859	2114	1999	2071	71025963	536870932	335814656
97.875	2113	1999	2069	71025963	536870932	335814656
97.891	2112	1999	2067	71025963	536870932	335814656
97.906	2115	2004	2067	71025963	536870932	335814656
97.922	2117	2000	2066	71025963	536870932	335814656
97.938	2112	1999	2061	71025963	536870932	335814656
97.953	2128	1999	2064	20694315	536880094	335814656
97.969	2113	1998	2060	71025963	536879648	335814656
97.984	2117	2000	2059	71025963	536879648	335814656
98	2116	1999	2058	37471531	536871334	335814656
98.016	2129	2000	2059	37471531	536871336	335814656
98.031	2119	2001	2055	37471531	536871336	335814656
98.047	2126	2001	2054	37471531	536871336	335814656
98.063	2117	1999	2054	37471531	536871336	335814656
98.078	2115	2008	2051	37471531	536871336	335814656
98.094	2118	2002	2052	37471531	536871336	335814656
98.109	2128	2004	2049	37471531	536871336	335814656
98.125	2120	2000	2043	37471531	536871336	335814656
98.141	2121	2000	2043	37471531	536871336	335814656
98.156	2123	2000	2043	37471531	536871336	335814656
98.172	2123	2000	2043	37471531	536871336	335814656
98.188	2121	2000	2040	37471531	536871336	335814656
98.203	2124	2002	2040	37471531	536871336	335814656
98.219	2121	2002	2038	37471531	536871336	335814656
98.234	2124	2002	2037	37471531	536871336	335814656
98.25	2120	2001	2034	37471531	536871336	335814656
98.266	2126	2002	2037	37471531	536871336	335814656
98.281	2131	2004	2035	37471531	536871336	335814656
98.297	2121	2005	2029	37471531	536871336	335814656
98.313	2124	2005	2032	37471531	536871336	335814656
98.328	2124	2001	2029	37471531	536871336	335814656
98.344	2125	2002	2029	37471531	536871336	335814656
98.359	2127	2001	2027	37471531	536871336	335814656
98.375	2128	2000	2026	37471531	536871336	335814656
98.391	2123	2000	2027	37471531	536871336	335814656
98.406	2125	2003	2026	37471531	536871336	335814656
98.422	2127	2002	2026	37471531	536871336	335814656
98.438	2132	2001	2022	37471531	536871336	335814656
98.453	2124	2002	2021	37471531	536871336	335814656
98.469	2129	2002	2023	37471531	536871336	335814656
98.484	2128	2001	2023	37471531	536871336	335814656
98.5	2129	2003	2022	37471531	536871336	335814656
98.516	2129	2004	2019	37471531	536871336	335814656
98.531	2126	2003	2020	37471531	536871336	335814656
98.547	2127	2001	2021	37471531	536871336	335814656
98.563	2126	2001	2018	37471531	536871336	335814656
98.578	2139	2011	2019	37471531	536871336	335814656
98.594	2130	2008	2017	37471531	536871336	335814656
98.609	2125	2008	2018	37471531	536871336	335814656
98.625	2126	2003	2017	71025963	536870932	335814656
98.641	2131	2003	2017	71025963	536870932	335814656
98.656	2124	2005	2014	71025963	536870932	335814656
98.672	2137	2003	2015	71025963	536870932	335814656
98.688	2124	2005	2015	71025963	536870932	335814656
98.703	2129	2006	2015	71025963	536870932	335814656
98.719	2129	2005	2017	71025963	536870932	335814656
98.734	2128	2003	2015	71025963	536870932	335814656
98.75	2129	2004	2016	71025963	536870932	335814656
98.766	2138	2006	2001	71025963	536870932	335814656
98.781	2132	2007	2001	71025963	536870932	335814656
98.797	2134	2007	2001	71025963	536870932	335814656
98.813	2129	2008	1999	71025963	536870932	335814656
98.828	2132	2008	1998	71025963	536870932	335814656
98.844	2131	2008	1999	71025963	536870932	335814656
98.859	2131	2009	2001	71025963	536870932	335814656
98.875	2125	2007	1993	71025963	536870932	335814656
98.891	2130	2008	1997	71025963	536870932	335814656
98.906	2126	2007	1996	71025963	536870932	335814656
98.922	2129	2008	1999	71025963	536870932	335814656
98.938	2131	2009	1998	71025963	536870932	335814656
98.953	2130	2008	1996	20694315	536880094	335814656
98.969	2132	2011	1995	71025963	536879648	335814656
98.984	2128	2010	1996	71025963	536879648	335814656
99	2129	2007	1995	37471531	536871334	335814656
99.016	2131	2008	1995	37471531	536871336	335814656
99.031	2132	2014	1996	37471531	536871336	335814656
99.047	2131	2009	1995	37471531	536871336	335814656
99.063	2134	2011	1996	37471531	536871336	335814656
99.078	2132	2010	1993	37471531	536871336	335814656
99.094	2131	2008	1995	37471531	536871336	335814656
99.109	2130	2009	1995	37471531	536871336	335814656
99.125	2128	2009	1992	37471531	536871336	335814656
99.141	2130	2011	1992	37471531	536871336	335814656
99.156	2131	2008	1991	37471531	536871336	335814656
99.172	2131	2010	1988	37471531	536871336	335814656
99.188	2148	2013	1990	37471531	536871336	335814656
99.203	2128	2010	1989	37471531	536871336	335814656
99.219	2126	2012	1988	37471531	536871336	335814656
99.234	2134	2014	1988	37471531	536871336	335814656
99.25	2141	2011	1988	37471531	536871336	335814656
99.266	2132	2011	1988	37471531	536871336	335814656
99.281	2132	2014	1985	37471531	536871336	335814656
99.297	2130	2013	1987	37471531	536871336	335814656
99.313	2136	2016	1985	37471531	536871336	335814656
99.328	2135	2012	1986	37471531	536871336	335814656
99.344	2132	2013	1986	37471531	536871336	335814656
99.359	2134	2015	1984	37471531	536871336	335814656
99.375	2133	2015	1982	37471531	536871336	335814656
99.391	2133	2013	1984	37471531	536871336	335814656
99.406	2134	2015	1982	37471531	536871336	335814656
99.422	2131	2015	1982	37471531	536871336	335814656
99.438	2137	2017	1979	37471531	536871336	335814656
99.453	2129	2016	1975	37471531	536871336	335814656
99.469	2135	2019	1978	37471531	536871336	335814656
99.484	2145	2021	1974	37471531	536871336	335814656
99.5	2135	2019	1973	37471531	536871336	335814656
99.516	2132	2022	1971	37471531	536871336	335814656
99.531	2132	2021	1969	37471531	536871336	335814656
99.547	2131	2021	1972	37471531	536871336	335814656
99.563	2139	2019	1972	37471531	536871336	335814656
99.578	2136	2020	1969	37471531	536871336	335814656
99.594	2131	2025	1969	37471531	536871336	335814656
99.609	2132	2023	1965	37471531	536871336	335814656
99.625	2134	2021	1969	71025963	536870932	335814656
99.641	2127	2023	1967	71025963	536870932	335814656
99.656	2132	2022	1963	71025963	536870932	335814656
99.672	2131	2025	1964	71025963	536870932	335814656
99.688	2145	2024	1962	71025963	536870932	335814656
99.703	2132	2027	1960	71025963	536870932	335814656
99.719	2129	2028	1959	71025963	536870932	335814656
99.734	2129	2027	1958	71025963	536870932	335814656
99.75	2133	2030	1957	71025963	536870932	335814656
99.766	2135	2028	1959	71025963	536870932	335814656
99.781	2133	2028	1955	71025963	536870932	335814656
99.797	2136	2028	1955	71025963	536870932	335814656
99.813	2130	2029	1953	71025963	536870932	335814656
99.828	2132	2031	1952	71025963	536870932	335814656
99.844	2129	2031	1952	71025963	536870932	335814656
99.859	2130	2034	1951	71025963	536870932	335814656
99.875	2132	2032	1950	71025963	536870932	335814656
99.891	2148	2031	1948	71025963	536870932	335814656
99.906	2125	2036	1951	71025963	536870932	335814656
99.922	2129	2033	1945	71025963	536870932	335814656
99.938	2138	2033	1947	71025963	536870932	335814656
99.953	2145	2035	1941	20694315	536880094	335814656
99.969	2132	2037	1942	71025963	536879648	335814656
99.984	2130	2037	1944	71025963	536879648	335814656
100	2131	2037	1942	37471531	536871334	335814656
100.016	2134	2037	1943	37471531	536871336	335814656
100.031	2135	2036	1943	37471531	536871336	335814656
100.047	2131	2036	1939	37471531	536871336	335814656
100.063	2132	2037	1936	37471531	536871336	335814656
100.078	2129	2040	1935	37471531	536871336	335814656
100.094	2140	2042	1933	37471531	536871336	335814656
100.109	2130	2043	1934	37471531	536871336	335814656
100.125	2133	2041	1937	37471531	536871336	335814656
100.141	2128	2044	1935	37471531	536871336	335814656
100.156	2130	2043	1935	37471531	536871336	335814656
100.172	2131	2041	1931	37471531	536871336	335814656
100.188	2144	2043	1928	37471531	536871336	335814656
100.203	2133	2046	1928	37471531	536871336	335814656
100.219	2133	2044	1928	37471531	536871336	335814656
100.234	2134	2046	1929	37471531	536871336	335814656
100.25	2128	2045	1927	37471531	536871336	335814656
100.266	2131	2048	1927	37471531	536871336	335814656
100.281	2126	2047	1925	37471531	536871336	335814656
100.297	2128	2049	1924	37471531	536871336	335814656
100.313	2140	2048	1925	37471531	536871336	335814656
100.328	2128	2047	1923	37471531	536871336	335814656
100.344	2128	2049	1924	37471531	536871336	335814656
100.359	2133	2048	1921	37471531	536871336	335814656
100.375	2131	2050	1918	37471531	536871336	335814656
100.391	2131	2049	1920	37471531	536871336	335814656
100.406	2128	2049	1920	37471531	536871336	335814656
100.422	2125	2051	1920	37471531	536871336	335814656
100.438	2130	2051	1921	37471531	536871336	335814656
100.453	2129	2052	1918	37471531	536871336	335814656
100.469	2129	2054	1915	37471531	536871336	335814656
100.484	2129	2052	1919	37471531	536871336	335814656
100.5	2129	2056	1918	37471531	536871336	335814656
100.516	2129	2056	1919	37471531	536871336	335814656
100.531	2128	2054	1916	37471531	536871336	335814656
100.547	2128	2057	1917	37471531	536871336	335814656
100.563	2130	2057	1912	37471531	536871336	335814656
100.578	2130	2055	1909	37471531	536871336	335814656
100.594	2132	2058	1910	37471531	536871336	335814656
100.609	2128	2057	1909	37471531	536871336	335814656
100.625	2130	2057	1912	71025963	536870932	335814656
100.641	2128	2057	1909	71025963	536870932	335814656
100.656	2128	2058	1908	71025963	536870932	335814656
100.672	2124	2059	1908	71025963	536870932	335814656
100.688	2127	2060	1911	71025963	536870932	335814656
100.703	2128	2060	1909	71025963	536870932	335814656
100.719	2124	2060	1910	71025963	536870932	335814656
100.734	2126	2060	1909	71025963	536870932	335814656
100.75	2127	2061	1910	71025963	536870932	335814656
100.766	2125	2061	1908	71025963	536870932	335814656
100.781	2128	2060	1909	71025963	536870932	335814656
100.797	2127	2061	1909	71025963	536870932	335814656
100.813	2125	2060	1907	71025963	536870932	335814656
100.828	2125	2061	1909	71025963	536870932	335814656
100.844	2129	2060	1911	71025963	536870932	335814656
100.859	2132	2062	1909	71025963	536870932	335814656
100.875	2127	2063	1908	71025963	536870932	335814656
100.891	2124	2061	1908	71025963	536870932	335814656
100.906	2125	2062	1908	71025963	536870932	335814656
100.922	2127	2064	1909	71025963	536870932	335814656
100.938	2129	2064	1910	71025963	536870932	335814656
100.953	2125	2060	1908	20694315	536880094	335814656
100.969	2130	2064	1908	71025963	536879648	335814656
100.984	2125	2066	1908	71025963	536879648	335814656
101	2128	2069	1907	37471531	536871334	335814656
101.016	2128	2068	1907	37471531	536871336	335814656
101.031	2136	2069	1906	37471531	536871336	335814656
101.047	2119	2067	1906	37471531	536871336	335814656
101.063	2127	2069	1907	37471531	536871336	335814656
101.078	2123	2069	1907	37471531	536871336	335814656
101.094	2123	2069	1907	37471531	536871336	335814656
101.109	2125	2068	1905	37471531	536871336	335814656
101.125	2127	2070	1906	37471531	536871336	335814656
101.141	2120	2069	1905	37471531	536871336	335814656
101.156	2127	2069	1905	37471531	536871336	335814656
101.172	2127	2073	1905	37471531	536871336	335814656
101.188	2121	2072	1904	37471531	536871336	335814656
101.203	2121	2069	1905	37471531	536871336	335814656
101.219	2125	2070	1904	37471531	536871336	335814656
101.234	2121	2071	1905	37471531	536871336	335814656
101.25	2121	2071	1903	37471531	536871336	335814656
101.266	2124	2074	1904	37471531	536871336	335814656
101.281	2125	2072	1906	37471531	536871336	335814656
101.297	2120	2073	1904	37471531	536871336	335814656
101.313	2124	2071	1905	37471531	536871336	335814656
101.328	2121	2071	1905	37471531	536871336	335814656
101.344	2124	2074	1906	37471531	536871336	335814656
101.359	2121	2074	1905	37471531	536871336	335814656
101.375	2121	2073	1903	37471531	536871336	335814656
101.391	2124	2075	1900	37471531	536871336	335814656
101.406	2121	2074	1900	37471531	536871336	335814656
101.422	2120	2074	1900	37471531	536871336	335814656
101.438	2124	2073	1903	37471531	536871336	335814656
101.453	2120	2076	1906	37471531	536871336	335814656
101.469	2122	2076	1907	37471531	536871336	335814656
101.484	2117	2075	1909	37471531	536871336	335814656
101.5	2121	2073	1907	37471531	536871336	335814656
101.516	2116	2074	1905	37471531	536871336	335814656
101.531	2127	2075	1910	37471531	536871336	335814656
101.547	2120	2076	1907	37471531	536871336	335814656
101.563	2120	2077	1907	37471531	536871336	335814656
101.578	2115	2076	1908	37471531	536871336	335814656
101.594	2123	2078	1909	37471531	536871336	335814656
101.609	2120	2079	1907	37471531	536871336	335814656
101.625	2118	2078	1905	71025963	536870932	335814656
101.641	2116	2080	1908	71025963	536870932	335814656
101.656	2113	2078	1909	71025963	536870932	335814656
101.672	2116	2079	1910	71025963	536870932	335814656
101.688	2116	2080	1908	71025963	536870932	335814656
101.703	2116	2082	1910	71025963	536870932	335814656
101.719	2112	2080	1906	71025963	536870932	335814656
101.734	2118	2082	1912	71025963	536870932	335814656
101.75	2114	2081	1911	71025963	536870932	335814656
101.766	2112	2082	1912	71025963	536870932	335814656
101.781	2121	2081	1914	71025963	536870932	335814656
101.797	2112	2082	1909	71025963	536870932	335814656
101.813	2118	2085	1913	71025963	536870932	335814656
101.828	2109	2084	1912	71025963	536870932	335814656
101.844	2109	2086	1914	71025963	536870932	335814656
101.859	2113	2087	1912	71025963	536870932	335814656
101.875	2112	2086	1911	71025963	536870932	335814656
101.891	2111	2086	1913	71025963	536870932	335814656
101.906	2112	2086	1914	71025963	536870932	335814656
101.922	2106	2088	1912	71025963	536870932	335814656
101.938	2112	2086	1914	71025963	536870932	335814656
101.953	2107	2086	1915	20694315	536880094	335814656
101.969	2109	2090	1917	71025963	536879648	335814656
101.984	2105	2091	1918	37471531	536871334	335814656
102	2107	2089	1915	71025963	536871340	335814656
102.016	2106	2093	1914	37471531	536871336	335814656
102.031	2109	2093	1916	37471531	536871336	335814656
102.047	2107	2092	1917	37471531	536871336	335814656
102.063	2106	2091	1917	37471531	536871336	335814656
102.078	2106	2093	1923	37471531	536871336	335814656
102.094	2105	2092	1924	37471531	536871336	335814656
102.109	2103	2089	1923	37471531	536871336	335814656
102.125	2106	2090	1925	37471531	536871336	335814656
102.141	2104	2094	1930	37471531	536871336	335814656
102.156	2107	2096	1917	37471531	536871336	335814656
102.172	2104	2095	1920	37471531	536871336	335814656
102.188	2102	2098	1919	37471531	536871336	335814656
102.203	2097	2098	1923	37471531	536871336	335814656
102.219	2099	2097	1925	37471531	536871336	335814656
102.234	2097	2099	1924	37471531	536871336	335814656
102.25	2100	2097	1927	37471531	536871336	335814656
102.266	2097	2096	1928	37471531	536871336	335814656
102.281	2098	2102	1927	37471531	536871336	335814656
102.297	2103	2099	1928	37471531	536871336	335814656
102.313	2095	2102	1928	37471531	536871336	335814656
102.328	2100	2103	1929	37471531	536871336	335814656
102.344	2091	2101	1931	37471531	536871336	335814656
102.359	2094	2102	1930	37471531	536871336	335814656
